Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1933662,172.31.69.28-18.219.5.43-80-57857-6,172.31.69.28,80,18.219.5.43,57857,6,22/02/2018 12:19:44 AM,60392,4,3,935.0,298.0,935.0,0.0,233.75,467.50000000000006,298.0,0.0,99.33333333333331,172.05038021850845,20416.611471718108,115.90939197244668,10065.333333333332,24296.947961969767,59660.0,3.0,60389.0,20129.666666666664,34479.092597302115,59942.0,20.0,59938.0,29969.0,41989.41488041957,59660.0,278.0,0,0,0,0,92,72,66.23393826996953,49.67545370247715,0.0,935.0,154.12500000000003,332.3064151824766,110427.55357142855,0,1,0,0,0,0,1,1,0.0,176.14285714285714,233.75,99.33333333333331,0,0,0,0,0,0,4,935,3,298,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1936574,172.31.69.28-18.219.5.43-80-58143-6,172.31.69.28,80,18.219.5.43,58143,6,22/02/2018 12:19:54 AM,82472,4,3,935.0,313.0,935.0,0.0,233.75,467.50000000000006,313.0,0.0,104.33333333333331,180.71063425635285,15132.408575031523,84.87729168687554,13745.333333333332,33126.70547257403,81362.0,3.0,82467.0,27489.0,46896.035450771305,81638.0,24.0,81640.0,40820.0,57335.04624573003,81362.0,278.0,0,0,0,0,92,72,48.50130953535746,36.375982151518095,0.0,935.0,156.0,333.27509014969263,111072.28571428572,0,1,0,0,0,0,1,1,0.0,178.28571428571428,233.75,104.33333333333331,0,0,0,0,0,0,4,935,3,313,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1944679,172.31.69.28-18.216.24.42-80-56382-6,172.31.69.28,80,18.216.24.42,56382,6,22/02/2018 12:20:21 AM,2115,4,3,935.0,266.0,935.0,0.0,233.75,467.50000000000006,266.0,0.0,88.66666666666669,153.57517160444047,567848.6997635934,3309.692671394799,352.5,552.6288989909956,1442.0,6.0,2109.0,703.0,931.9286453371844,1768.0,37.0,1763.0,881.5,792.6667017101198,1442.0,321.0,0,0,0,0,92,72,1891.252955082742,1418.4397163120566,0.0,935.0,150.125,330.5149391479908,109240.125,0,1,0,0,0,0,1,1,0.0,171.57142857142858,233.75,88.66666666666669,0,0,0,0,0,0,4,935,3,266,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1954788,172.31.69.28-18.216.24.42-80-57381-6,172.31.69.28,80,18.216.24.42,57381,6,22/02/2018 12:20:55 AM,106239,4,3,935.0,248.0,935.0,0.0,233.75,467.50000000000006,248.0,0.0,82.66666666666667,143.1828667590272,11135.270475060945,65.88917440864466,17706.5,42712.33892331348,104889.0,4.0,106235.0,35411.66666666667,60426.68594531173,105184.0,25.0,105184.0,52592.0,73959.12667142575,104889.0,295.0,0,0,0,0,92,72,37.650956804939796,28.238217603704854,0.0,935.0,147.875,329.67362106873435,108684.69642857145,0,1,0,0,0,0,1,1,0.0,169.0,233.75,82.66666666666667,0,0,0,0,0,0,4,935,3,248,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1979705,172.31.69.28-18.218.115.60-80-58427-6,172.31.69.28,80,18.218.115.60,58427,6,22/02/2018 12:22:27 AM,33049,4,3,935.0,260.0,935.0,0.0,233.75,467.50000000000006,260.0,0.0,86.66666666666669,150.1110699893027,36158.43142001271,211.80671124693646,5508.166666666668,13090.906514320031,32227.0,4.0,33043.0,11014.333333333332,18662.082582963063,32562.0,24.0,32564.0,16282.0,22549.635252039,32227.0,337.0,0,0,0,0,92,72,121.03240642682077,90.77430482011556,0.0,935.0,149.375,330.2211109890722,109045.98214285717,0,1,0,0,0,0,1,1,0.0,170.71428571428572,233.75,86.66666666666669,0,0,0,0,0,0,4,935,3,260,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1984526,172.31.69.28-18.216.24.42-80-60390-6,172.31.69.28,80,18.216.24.42,60390,6,22/02/2018 12:22:46 AM,81576,4,3,935.0,309.0,935.0,0.0,233.75,467.50000000000006,309.0,0.0,103.0,178.4012331795944,15249.58321074826,85.80955182896929,13596.0,32622.8946906923,80182.0,4.0,81570.0,27190.0,46158.63031980043,80486.0,21.0,80488.0,40244.0,56480.86125405668,80182.0,306.0,0,0,0,0,92,72,49.03402961655389,36.775522212415424,0.0,935.0,155.5,333.00879439266635,110894.85714285713,0,1,0,0,0,0,1,1,0.0,177.71428571428572,233.75,103.0,0,0,0,0,0,0,4,935,3,309,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1998286,172.31.69.28-18.216.24.42-80-61776-6,172.31.69.28,80,18.216.24.42,61776,6,22/02/2018 12:23:40 AM,36521,4,3,935.0,299.0,935.0,0.0,233.75,467.50000000000006,299.0,0.0,99.66666666666669,172.6277304876981,33788.779058623804,191.67054571342518,6086.833333333332,14586.553882485974,35860.0,4.0,36517.0,12172.333333333332,20789.156821125125,36177.0,25.0,36173.0,18086.5,25135.524750838198,35860.0,313.0,0,0,0,0,92,72,109.52602612195723,82.14451959146794,0.0,935.0,154.25,332.36844873466214,110468.78571428572,0,1,0,0,0,0,1,1,0.0,176.28571428571428,233.75,99.66666666666669,0,0,0,0,0,0,4,935,3,299,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2022084,172.31.69.28-18.218.11.51-80-64418-6,172.31.69.28,80,18.218.11.51,64418,6,22/02/2018 12:25:14 AM,66671,4,3,935.0,313.0,935.0,0.0,233.75,467.50000000000006,313.0,0.0,104.33333333333331,180.71063425635285,18718.78327908686,104.99317544359616,11111.833333333336,26791.01850558629,65797.0,3.0,66665.0,22221.666666666664,37993.71619535701,66092.0,26.0,66095.0,33047.5,46314.78706093768,65797.0,298.0,0,0,0,0,92,72,59.99610025348353,44.997075190112646,0.0,935.0,156.0,333.27509014969263,111072.28571428572,0,1,0,0,0,0,1,1,0.0,178.28571428571428,233.75,104.33333333333331,0,0,0,0,0,0,4,935,3,313,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2064489,172.31.69.28-18.219.9.1-80-54656-6,172.31.69.28,80,18.219.9.1,54656,6,22/02/2018 12:28:09 AM,27745,4,3,935.0,248.0,935.0,0.0,233.75,467.50000000000006,248.0,0.0,82.66666666666667,143.1828667590272,42638.31320958732,252.29771129933326,4624.166666666667,11037.052385789726,27152.0,5.0,27740.0,9246.666666666668,15741.635313185645,27423.0,37.0,27420.0,13710.0,19009.858705419145,27152.0,268.0,0,0,0,0,92,72,144.17012074247612,108.12759055685707,0.0,935.0,147.875,329.67362106873435,108684.69642857145,0,1,0,0,0,0,1,1,0.0,169.0,233.75,82.66666666666667,0,0,0,0,0,0,4,935,3,248,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2088067,172.31.69.28-18.216.200.189-80-54800-6,172.31.69.28,80,18.216.200.189,54800,6,22/02/2018 12:29:48 AM,74254,4,3,935.0,326.0,935.0,0.0,233.75,467.50000000000006,326.0,0.0,108.66666666666669,188.216187755818,16982.250114471946,94.27101570285777,12375.666666666664,29657.434451864967,72909.0,7.0,74244.0,24748.0,42016.08024316405,73261.0,25.0,73264.0,36632.0,51303.42540220877,72909.0,355.0,0,0,0,0,92,72,53.86915183020443,40.40186387265332,0.0,935.0,157.625,334.18042068832904,111676.55357142855,0,1,0,0,0,0,1,1,0.0,180.14285714285714,233.75,108.66666666666669,0,0,0,0,0,0,4,935,3,326,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2089270,172.31.69.28-18.219.32.43-80-57036-6,172.31.69.28,80,18.219.32.43,57036,6,22/02/2018 12:29:53 AM,38250,4,3,935.0,273.0,935.0,0.0,233.75,467.50000000000006,273.0,0.0,91.0,157.61662348876789,31581.69934640523,183.0065359477124,6375.0,15296.250390210014,37597.0,6.0,38244.0,12748.0,21842.201972328705,37969.0,50.0,37967.0,18983.5,26323.464143231606,37597.0,370.0,0,0,0,0,92,72,104.5751633986928,78.43137254901961,0.0,935.0,151.0,330.8745986019477,109478.0,0,1,0,0,0,0,1,1,0.0,172.5714285714286,233.75,91.0,0,0,0,0,0,0,4,935,3,273,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2092306,172.31.69.28-18.218.229.235-80-55562-6,172.31.69.28,80,18.218.229.235,55562,6,22/02/2018 12:30:06 AM,38153,4,3,935.0,298.0,935.0,0.0,233.75,467.50000000000006,298.0,0.0,99.33333333333331,172.05038021850845,32317.248971247347,183.4718108667733,6358.833333333332,15198.15245898878,37380.0,4.0,38149.0,12716.333333333332,21641.61087658064,37705.0,37.0,37694.0,18847.0,26209.619951460565,37380.0,314.0,0,0,0,0,92,72,104.84103478101328,78.63077608575995,0.0,935.0,154.12500000000003,332.3064151824766,110427.55357142855,0,1,0,0,0,0,1,1,0.0,176.14285714285714,233.75,99.33333333333331,0,0,0,0,0,0,4,935,3,298,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2102757,172.31.69.28-18.219.5.43-80-58099-6,172.31.69.28,80,18.219.5.43,58099,6,22/02/2018 12:30:50 AM,2689,4,3,935.0,339.0,935.0,0.0,233.75,467.50000000000006,339.0,0.0,113.0,195.72174125528312,473782.0751208628,2603.1982149497953,448.16666666666674,544.992996896902,1232.0,7.0,2681.0,893.6666666666667,731.725586086296,1395.0,54.0,1396.0,698.0,448.3056992722711,1015.0,381.0,0,0,0,0,92,72,1487.5418371141684,1115.6563778356267,0.0,935.0,159.25,335.1463433018052,112323.07142857145,0,1,0,0,0,0,1,1,0.0,182.0,233.75,113.0,0,0,0,0,0,0,4,935,3,339,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2114461,172.31.69.28-18.219.32.43-80-59550-6,172.31.69.28,80,18.219.32.43,59550,6,22/02/2018 12:31:40 AM,2706,4,3,935.0,268.0,935.0,0.0,233.75,467.50000000000006,268.0,0.0,89.33333333333331,154.7298721428197,444567.62749445677,2586.8440502586845,451.00000000000006,563.9861700432024,1169.0,5.0,2701.0,900.3333333333333,786.5636231948012,1534.0,20.0,1532.0,766.0,569.9280656363574,1169.0,363.0,0,0,0,0,92,72,1478.1966001478195,1108.6474501108646,0.0,935.0,150.375,330.6158485095872,109306.83928571428,0,1,0,0,0,0,1,1,0.0,171.85714285714286,233.75,89.33333333333331,0,0,0,0,0,0,4,935,3,268,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2148392,172.31.69.28-18.219.9.1-80-63045-6,172.31.69.28,80,18.219.9.1,63045,6,22/02/2018 12:34:08 AM,38451,4,3,935.0,326.0,935.0,0.0,233.75,467.50000000000006,326.0,0.0,108.66666666666669,188.216187755818,32794.985826116346,182.0498816675769,6408.5,15352.43827865789,37745.0,7.0,38444.0,12814.666666666668,21834.309179209984,38026.0,40.0,38017.0,19008.5,26497.412411403497,37745.0,272.0,0,0,0,0,92,72,104.02850381004394,78.02137785753297,0.0,935.0,157.625,334.18042068832904,111676.55357142855,0,1,0,0,0,0,1,1,0.0,180.14285714285714,233.75,108.66666666666669,0,0,0,0,0,0,4,935,3,326,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2155637,172.31.69.28-18.218.229.235-80-61987-6,172.31.69.28,80,18.218.229.235,61987,6,22/02/2018 12:34:40 AM,41846,4,3,935.0,298.0,935.0,0.0,233.75,467.50000000000006,298.0,0.0,99.33333333333331,172.05038021850845,29465.18185728624,167.28002676480432,6974.333333333334,11017.246746200552,25178.0,4.0,41840.0,13946.666666666668,12791.794257778434,25178.0,23.0,16641.0,8320.5,11240.876500522549,16269.0,372.0,0,0,0,0,92,72,95.5885867227453,71.69144004205897,0.0,935.0,154.12500000000003,332.3064151824766,110427.55357142855,0,1,0,0,0,0,1,1,0.0,176.14285714285714,233.75,99.33333333333331,0,0,0,0,0,0,4,935,3,298,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2156246,172.31.69.28-18.219.9.1-80-63841-6,172.31.69.28,80,18.219.9.1,63841,6,22/02/2018 12:34:43 AM,463232,4,3,935.0,287.0,935.0,0.0,233.75,467.50000000000006,287.0,0.0,95.66666666666669,165.6995272574226,2637.987012987013,15.111218568665375,77205.33333333331,185796.9159503641,456432.0,7.0,463225.0,154408.3333333333,261576.2052105148,456432.0,500.0,6282.0,3141.0,4037.579720575187,5996.0,286.0,0,0,0,0,92,72,8.634982039237359,6.476236529428017,0.0,935.0,152.75,331.64815693743867,109990.5,0,1,0,0,0,0,1,1,0.0,174.5714285714286,233.75,95.66666666666669,0,0,0,0,0,0,4,935,3,287,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2159465,172.31.69.28-18.218.229.235-80-62375-6,172.31.69.28,80,18.218.229.235,62375,6,22/02/2018 12:34:57 AM,1461,4,3,935.0,315.0,935.0,0.0,233.75,467.50000000000006,315.0,0.0,105.0,181.8653347947321,855578.3709787816,4791.238877481177,243.5,285.7003675181395,743.0,12.0,1449.0,483.0,546.1437539695936,1091.0,34.0,1079.0,539.5,287.7924599429248,743.0,336.0,0,0,0,0,92,72,2737.8507871321012,2053.388090349076,0.0,935.0,156.25,333.4104077559668,111162.5,0,1,0,0,0,0,1,1,0.0,178.5714285714286,233.75,105.0,0,0,0,0,0,0,4,935,3,315,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
3437,172.31.69.25-18.218.229.235-80-51509-6,18.218.229.235,51509,172.31.69.25,80,6,20/02/2018 10:14:44,1035958,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,949.8454571,6.75703069,172659.6667,422740.4677,1035575.0,6.0,351.0,175.5,197.282792,315.0,36.0,1035952.0,345317.3333,597780.6966,1035575.0,26.0,0,0,0,0,72,92,2.8958702960000005,3.861160395,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
26647,172.31.69.25-18.218.11.51-80-53171-6,18.218.11.51,53171,172.31.69.25,80,6,20/02/2018 10:19:47,1195102,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,823.3606838999997,5.857240637,199183.6667,487709.2671,1194716.0,1.0,357.0,178.5,251.02290730000004,356.0,1.0,1195097.0,398365.6667,689659.6393,1194716.0,23.0,0,0,0,0,72,92,2.510245987,3.34699465,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
47479,172.31.69.25-18.219.5.43-80-55797-6,18.219.5.43,55797,172.31.69.25,80,6,20/02/2018 10:24:18,1617104,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,608.4951865,4.32872592,269517.3333,659936.9777,1616608.0,2.0,459.0,229.5,321.7335854,457.0,2.0,1617098.0,539032.6667,933207.6375,1616608.0,32.0,0,0,0,0,72,92,1.855168251,2.473557669,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
58193,172.31.69.25-18.219.5.43-80-56888-6,18.219.5.43,56888,172.31.69.25,80,6,20/02/2018 10:26:37,1328100,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,740.9080642000001,5.270687448,221350.0,542036.8188,1327778.0,1.0,291.0,145.5,204.3538598,290.0,1.0,1328096.0,442698.6667,766501.1984,1327778.0,27.0,0,0,0,0,72,92,2.258866049,3.011821399,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
60848,172.31.69.25-18.218.115.60-80-56649-6,18.218.115.60,56649,172.31.69.25,80,6,20/02/2018 10:27:12,842239,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1168.314457,8.311180081,140373.1667,342997.0227,840512.0,2.0,1703.0,851.5,819.5367593999997,1431.0,272.0,842237.0,280745.6667,484772.5952,840512.0,21.0,0,0,0,0,72,92,3.56193432,4.74924576,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
61387,172.31.69.25-52.14.136.135-80-57364-6,52.14.136.135,57364,172.31.69.25,80,6,20/02/2018 10:27:19,1297191,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,758.5621547000003,5.396275491,216198.5,529346.7554,1296723.0,11.0,429.0,214.5,249.6086938,391.0,38.0,1297180.0,432393.3333,748531.4762,1296723.0,25.0,0,0,0,0,72,92,2.312689496,3.083585995,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
65091,172.31.69.25-18.218.55.126-80-57575-6,18.218.55.126,57575,172.31.69.25,80,6,20/02/2018 10:28:07,1759380,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,559.287931,3.9786743060000003,293230.0,718051.7636,1758947.0,3.0,381.0,190.5,226.9812768,351.0,30.0,1759377.0,586459.0,1015404.407,1758947.0,48.0,0,0,0,0,72,92,1.705146131,2.273528175,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
88694,172.31.69.25-18.219.32.43-80-59553-6,18.219.32.43,59553,172.31.69.25,80,6,20/02/2018 10:33:14,1553897,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,633.2466051,4.504803085,258982.8333,633557.8539,1552227.0,1.0,395.0,197.5,277.892965,394.0,1.0,1553892.0,517964.0,895698.1381,1552227.0,397.0,0,0,0,0,72,92,1.930629894,2.574173192,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
97340,172.31.69.25-52.14.136.135-80-61024-6,52.14.136.135,61024,172.31.69.25,80,6,20/02/2018 10:35:07,1122983,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,876.2376634,6.233398012,187163.8333,458248.1909,1122559.0,6.0,383.0,191.5,215.66756830000003,344.0,39.0,1122977.0,374325.6667,647989.098,1122559.0,35.0,0,0,0,0,72,92,2.671456291,3.561941721,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
132422,172.31.69.25-18.218.229.235-80-64623-6,18.218.229.235,64623,172.31.69.25,80,6,20/02/2018 10:42:43,1822537,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,539.9067344,3.84079994,303756.1667,743863.9141,1822162.0,2.0,341.0,170.5,238.2949853,339.0,2.0,1822531.0,607510.3333,1051919.211,1822162.0,30.0,0,0,0,0,72,92,1.6460571169999998,2.194742823,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
134283,172.31.69.25-18.218.229.235-80-64811-6,18.218.229.235,64811,172.31.69.25,80,6,20/02/2018 10:43:08,1006013,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,978.118573,6.95816058,167668.8333,410509.6027,1005618.0,2.0,370.0,185.0,258.8010819,368.0,2.0,1006010.0,335336.6667,580480.6884,1005618.0,22.0,0,0,0,0,72,92,2.98206882,3.97609176,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
140945,172.31.69.25-18.216.24.42-80-65062-6,18.216.24.42,65062,172.31.69.25,80,6,20/02/2018 10:44:34,1311847,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,750.0874721,5.335988114,218641.1667,535405.4772,1311533.0,2.0,279.0,139.5,194.4543648,277.0,2.0,1311840.0,437280.0,757125.3177,1311533.0,28.0,0,0,0,0,72,92,2.286852049,3.049136065,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
183356,172.31.69.25-18.219.5.43-80-52174-6,18.219.5.43,52174,172.31.69.25,80,6,20/02/2018 10:51:30,1412475,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,696.6494982,4.955839926,235412.5,576431.3382,1412048.0,2.0,400.0,200.0,280.01428530000004,398.0,2.0,1412470.0,470823.3333,815124.4941,1412048.0,21.0,0,0,0,0,72,92,2.123931397,2.831908529,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
204869,172.31.69.25-18.219.32.43-80-52844-6,18.219.32.43,52844,172.31.69.25,80,6,20/02/2018 10:53:52,1153942,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,852.7291666000001,6.066162771,192323.6667,470779.3987,1153298.0,4.0,617.0,308.5,323.147799,537.0,80.0,1153938.0,384646.0,665672.2258,1153298.0,21.0,0,0,0,0,72,92,2.599784045,3.4663787260000003,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
208383,172.31.69.25-18.218.55.126-80-53302-6,18.218.55.126,53302,172.31.69.25,80,6,20/02/2018 10:54:15,1268476,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,775.7340303999997,5.518433142999999,211412.6667,517646.9327,1268055.0,1.0,387.0,193.5,272.2361108,386.0,1.0,1268470.0,422823.3333,731992.1172,1268055.0,29.0,0,0,0,0,72,92,2.365042776,3.153390368,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
223359,172.31.69.25-52.14.136.135-80-54375-6,52.14.136.135,54375,172.31.69.25,80,6,20/02/2018 10:55:53,1269352,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,775.1986841,5.514624785,211558.6667,518018.7561,1268960.0,6.0,339.0,169.5,194.4543648,307.0,32.0,1269346.0,423115.3333,732522.9856,1268960.0,37.0,0,0,0,0,72,92,2.363410622,3.151214163,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
231121,172.31.69.25-18.216.24.42-80-54392-6,18.216.24.42,54392,172.31.69.25,80,6,20/02/2018 10:21:49,24666452,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081081787,24700000.0,0.0,24700000.0,24700000.0,24700000.0,24700000.0,0.0,24700000.0,24700000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.081081787,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,24700000.0,0.0,24700000.0,24700000.0,ddos
233101,172.31.69.25-18.218.229.235-80-54907-6,18.218.229.235,54907,172.31.69.25,80,6,20/02/2018 10:56:56,1318533,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,746.2839382999997,5.308930455,219755.5,538130.6174,1318210.0,1.0,292.0,146.0,205.0609665,291.0,1.0,1318526.0,439508.6667,760977.6886,1318210.0,25.0,0,0,0,0,72,92,2.275255909,3.0336745460000003,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
